Amino.Acid,Iupred.score,ANN,PSSM,SVM,Consensus,normalization,SiteNum,Set,Response
S,0.648219,0.217,-0.209,-0.479,-0.157,0.046854083,2393,train,0
S,0.648219,0.235,-0.129,-1.079,-0.324,7.96813e-4,920,train,0
S,0.648219,0.257,0.066,-0.633,-0.103,0.013651877,3345,train,0
S,0.648219,0.463,0.72,0.053,0.412,0.032608696,680,train,0
S,0.648219,0.562,0.433,0.162,0.386,9.98004e-4,3374,train,0
S,0.648219,0.596,0.449,-0.221,0.275,0.005291005,3523,train,0
S,0.648219,0.689,1.083,0.526,0.766,0.015748032,2517,test,NA
S,0.64822,0.042,-0.311,-1.763,-0.677,0.010075567,1438,train,0
S,0.65306,0.069,-0.225,-1.025,-0.394,0.013157895,2183,train,0
S,0.653063,0.033,-0.473,-1.986,-0.809,0.001612903,3727,train,0
S,0.653063,0.034,-0.278,-1.207,-0.484,0.268292683,3322,train,0
S,0.653063,0.042,-0.308,-1.591,-0.619,0.02739726,3399,train,0
S,0.653063,0.06,-0.289,-1.613,-0.614,0.014534884,2716,train,0
S,0.653063,0.153,-0.119,-1.193,-0.386,0.012987013,1715,train,0
S,0.653063,0.155,0.309,-0.437,0.009,0.02371134,2096,train,0
S,0.653063,0.182,0.156,-0.67,-0.111,0.001593625,2955,train,0
S,0.653063,0.208,0.045,-0.498,-0.082,0.005439331,1767,train,0
S,0.653063,0.389,0.215,-0.169,0.145,0.003187251,3695,test,NA
S,0.653063,0.425,0.366,-0.353,0.146,0.277227723,1915,train,0
S,0.653063,0.517,0.934,0.081,0.511,0.035483871,1960,train,1
S,0.653063,0.686,0.623,0.208,0.506,0.004662005,1371,test,NA
S,0.653063,0.788,1.024,0.756,0.856,0.011715481,3074,train,0
S,0.653063,0.876,1.358,0.994,1.076,0.05511811,359,train,0
S,0.6531,0.067,-0.414,-1.57,-0.639,0.021992238,999,test,NA
S,0.657645,0.017,-0.625,-2.16,-0.923,0.00167364,3002,train,0
S,0.657645,0.041,-0.343,-1.618,-0.64,0.004123711,2544,test,NA
S,0.657645,0.041,-0.367,-1.885,-0.737,0.002444988,261,test,NA
S,0.657645,0.046,0.053,-1.415,-0.439,7.07214e-4,1875,train,0
S,0.657645,0.071,-0.334,-1.471,-0.578,0.010526316,898,train,0
S,0.657645,0.125,-0.027,-0.818,-0.24,0.002061856,55,test,NA
S,0.657645,0.129,-0.103,-0.928,-0.301,0.093548387,1998,train,0
S,0.657645,0.169,-0.105,-0.648,-0.195,0.001612903,1660,train,0
S,0.657645,0.209,0.342,-0.582,-0.01,0.002390438,1276,train,0
S,0.657645,0.212,-0.104,-0.588,-0.16,0.040816327,2583,train,1
S,0.657645,0.516,0.212,-0.338,0.13,0.015748032,585,train,0
S,0.657645,0.521,0.975,0.29,0.595,0.068214804,929,train,0
S,0.657645,0.581,0.302,0.212,0.365,0.015748032,2818,train,0
S,0.657645,0.641,0.831,0.093,0.522,0.005675369,4,train,0
S,0.657645,0.803,0.984,0.806,0.864,0.328877005,540,train,0
S,0.661982,0.027,-0.566,-2.138,-0.892,0.06504065,1150,train,0
S,0.661982,0.04,-0.563,-1.642,-0.722,0.027777778,3187,test,NA
S,0.661982,0.049,-0.37,-1.294,-0.538,0.002118644,1095,train,0
S,0.661982,0.053,-0.44,-1.8,-0.729,0.010928962,2865,train,0
S,0.661982,0.06,-0.473,-1.66,-0.691,0.002994012,2255,train,0
S,0.661982,0.067,-0.026,-1.178,-0.379,7.96813e-4,1064,train,0
S,0.661982,0.071,-0.31,-1.235,-0.491,0.003575685,1943,train,0
S,0.661982,0.071,-0.377,-1.45,-0.585,0.027093596,60,train,0
S,0.661982,0.072,-0.202,-1.136,-0.422,0.047619048,1385,train,0
S,0.661982,0.143,0.036,-0.89,-0.237,0.002173913,284,train,0
S,0.661982,0.17,-0.184,-1.279,-0.431,0.002375297,1148,train,0
S,0.661982,0.171,-0.029,-0.978,-0.279,0.006451613,329,train,0
S,0.661982,0.195,-0.05,-0.889,-0.248,0.009779951,2957,train,0
S,0.661982,0.247,-0.129,-0.64,-0.174,0.05952381,2692,test,NA
S,0.661982,0.276,0.019,-0.893,-0.199,0.02173913,866,train,0
S,0.661982,0.363,0.272,-0.304,0.11,0.011350738,310,train,0
S,0.661982,0.559,0.838,0.302,0.566,0.10137457,356,train,0
S,0.662,0.346,0.397,-0.513,0.077,0.001940492,907,test,NA
S,0.666105,0.052,-0.078,-1.489,-0.505,0.004123711,3623,train,0
S,0.666105,0.056,-0.203,-1.462,-0.536,7.96813e-4,85,train,0
S,0.666105,0.083,-0.254,-1.227,-0.466,0.006811989,1566,train,0
S,0.666105,0.184,0.205,-0.624,-0.078,0.015748032,2904,train,0
S,0.666105,0.215,0.495,-0.588,0.041,0.003401361,1732,train,0
S,0.666105,0.226,0.192,-0.719,-0.1,0.003968254,442,train,0
S,0.666105,0.373,0.466,-0.261,0.193,0.164414414,147,train,0
S,0.666105,0.433,0.903,0.166,0.501,0.085106383,908,train,0
S,0.666105,0.575,0.212,-0.188,0.2,0.054263566,2285,train,0
S,0.666105,0.772,0.954,0.681,0.802,0.013043478,77,train,0
S,0.666105,0.84,1.082,0.698,0.873,0,1701,train,1
S,0.666105,0.883,1.527,1,1.137,0.105263158,2176,train,1
S,0.666105,0.893,1.409,0.965,1.089,0.010204082,2117,train,0
S,0.666105,0.905,1.466,1.301,1.224,0.137283237,1160,test,NA
S,0.671169,0.012,-0.502,-2.708,-1.066,0.005154639,693,train,0
S,0.671169,0.025,-0.642,-2.177,-0.931,0.016393443,1373,test,NA
S,0.671169,0.039,-0.216,-1.608,-0.595,0.001897533,1939,test,NA
S,0.671169,0.086,-0.241,-1.137,-0.431,0.03875969,2737,train,0
S,0.671169,0.091,-0.185,-1.347,-0.48,0.016042781,3387,train,0
S,0.671169,0.138,-0.323,-0.991,-0.392,0.041958042,639,train,0
S,0.671169,0.299,0.6,-0.476,0.141,0.002390438,1030,train,0
S,0.671169,0.3,-0.053,-0.607,-0.12,0.032967033,2281,train,0
S,0.671169,0.317,0.182,-0.491,0.003,0.001108647,1002,train,0
S,0.671169,0.321,0.552,0.034,0.302,0.076086957,2778,test,NA
S,0.671169,0.388,0.834,0.072,0.431,0.002463054,2456,train,0
S,0.671169,0.616,0.421,0.051,0.363,0.013043478,742,train,0
S,0.671169,0.931,1.122,1.054,1.036,0.209090909,489,train,1
S,0.6712,0.115,0.032,-1.021,-0.291,0.107142857,2761,test,NA
S,0.6755,0.175,0.088,-0.834,-0.19,0.008928571,2668,train,0
S,0.675549,0.019,-0.404,-1.904,-0.763,0.002107482,1134,train,0
S,0.675549,0.026,-0.249,-1.635,-0.619,0.008130081,1388,train,0
S,0.675549,0.03,-0.554,-1.984,-0.836,0.062618596,1245,train,0
S,0.675549,0.054,-0.236,-1.645,-0.609,0.047619048,2029,train,0
S,0.675549,0.087,-0.497,-1.347,-0.586,0.007945516,1961,train,0
S,0.675549,0.087,-0.539,-1.357,-0.603,0.054644809,1193,train,0
S,0.675549,0.089,-0.153,-1.266,-0.443,0.001996008,841,train,0
S,0.675549,0.125,-0.235,-1.334,-0.481,0.111675127,696,train,0
S,0.675549,0.127,-0.004,-1.156,-0.344,0.021352313,2639,train,0
S,0.675549,0.136,0.027,-0.39,-0.076,0.001612903,1719,test,NA
S,0.675549,0.158,-0.055,-1.135,-0.344,7.96813e-4,1962,train,0
S,0.675549,0.164,-0.074,-1.164,-0.358,0.010869565,3668,train,0
S,0.675549,0.219,-0.013,-0.665,-0.153,0.084257206,1372,train,0
S,0.675549,0.253,0.514,-0.292,0.158,0.054347826,1974,train,0
S,0.675549,0.325,0.771,-0.283,0.271,0.047619048,1040,train,0
S,0.675549,0.331,0.169,-0.396,0.035,0.112903226,3321,train,0
S,0.675549,0.343,0.055,-0.519,-0.04,0.003030303,2921,train,0
S,0.675549,0.344,-0.029,-0.919,-0.201,0.015228426,2941,train,0
S,0.675549,0.534,0.256,-0.194,0.199,0.020408163,1748,test,NA
S,0.675549,0.608,1.293,0.357,0.753,0.002150538,1898,test,NA
S,0.675549,0.717,0.269,0.132,0.373,0.002390438,408,test,NA
S,0.675549,0.939,1.618,1.245,1.267,0.028571429,986,train,1
S,0.6806,0.356,0.029,-0.552,-0.056,6.46831e-4,3511,train,0
S,0.680603,0.036,-0.351,-1.6,-0.638,0.054794521,3259,test,NA
S,0.680603,0.042,-0.512,-1.524,-0.665,0.001165501,3228,test,NA
S,0.680603,0.046,-0.316,-1.609,-0.626,7.96813e-4,209,train,0
S,0.680603,0.047,-0.21,-1.42,-0.528,0.001135074,1319,train,0
S,0.680603,0.071,-0.075,-1.207,-0.404,0.019123506,1738,test,NA
S,0.680603,0.084,-0.107,-1.139,-0.387,0.013605442,859,train,0
S,0.680603,0.092,-0.267,-1.272,-0.482,0.013043478,279,train,0
S,0.680603,0.099,-0.05,-1.459,-0.47,0.004065041,2879,train,0
S,0.680603,0.103,-0.256,-1.324,-0.492,0.010869565,2479,train,0
S,0.680603,0.122,-0.194,-1.138,-0.403,0.00443459,157,test,NA
S,0.680603,0.193,0.038,-0.615,-0.128,0.014302741,1800,train,0
S,0.680603,0.194,-0.199,-0.946,-0.317,0.054421769,3586,test,NA
S,0.680603,0.232,0.141,-0.644,-0.09,0.020576132,2071,train,0
S,0.680603,0.241,0.263,-0.592,-0.029,0.003412969,3710,train,0
S,0.680603,0.279,0.085,-0.513,-0.05,0.010709505,466,train,0
S,0.680603,0.318,-0.111,-0.717,-0.17,0.001593625,150,train,0
S,0.680603,0.319,0.53,-0.261,0.196,0.050531915,1234,train,0
S,0.680603,0.35,0.197,-0.379,0.056,7.96813e-4,548,train,0
S,0.680603,0.69,0.533,0.01,0.411,0.044100119,504,train,0
S,0.680603,0.931,1.122,1.054,1.036,0.43,1942,train,1
S,0.6851,0.113,-0.124,-1.464,-0.492,0.002587322,2478,train,0
S,0.6851,0.303,0.127,-0.44,-0.003,6.46831e-4,2881,train,0
S,0.685117,0.029,-0.289,-2.049,-0.77,0.032786885,592,train,0
S,0.685117,0.035,-0.415,-1.761,-0.714,0.004115226,992,train,0
S,0.685117,0.049,-0.529,-1.458,-0.646,0.061320755,2837,train,0
S,0.685117,0.055,-0.2,-1.888,-0.678,0.001135074,1043,train,0
S,0.685117,0.073,-0.262,-1.317,-0.502,0.062903226,2215,train,0
S,0.685117,0.111,-0.209,-1.258,-0.452,0.003401361,3507,train,0
S,0.685117,0.209,-0.154,-0.894,-0.28,0.005524862,3639,train,0
S,0.685117,0.228,-0.199,-0.829,-0.267,0.003558719,114,train,0
S,0.685117,0.256,-0.02,-0.804,-0.189,0.090909091,2610,train,0
S,0.685117,0.287,0.703,-0.449,0.18,0.027576197,3696,train,0
S,0.685117,0.399,0.018,-0.322,0.032,3.47464e-4,2267,train,0
S,0.685117,0.594,1.182,0.352,0.709,0.042914172,1281,train,1
S,0.685117,0.938,1.698,1.383,1.34,0.138398915,2641,test,NA
S,0.685117,0.976,1.829,2.394,1.733,0.276162791,2546,train,1
S,0.690604,0.031,-0.38,-1.967,-0.772,0.029850746,1340,train,0
S,0.690604,0.09,-0.261,-1.447,-0.539,0.001655629,298,train,0
S,0.690604,0.094,-0.056,-1.356,-0.439,0.002061856,501,train,0
S,0.690604,0.118,-0.15,-1.099,-0.377,0.010869565,869,test,NA
S,0.690604,0.226,0.049,-0.857,-0.194,0.363636364,785,train,0
S,0.690604,0.239,-0.199,-0.689,-0.216,0.008695652,2884,train,0
S,0.690604,0.244,-0.12,-0.808,-0.228,7.96813e-4,777,train,0
S,0.690604,0.292,0.355,-0.463,0.061,0.144128114,2589,train,0
S,0.690604,0.475,0.241,-0.43,0.095,0.004123711,2896,train,0
S,0.690604,0.525,0.154,0.172,0.284,0.010358566,782,test,NA
S,0.690604,0.682,1.017,0.722,0.807,0.028846154,1793,train,0
S,0.690604,0.902,1.227,1,1.043,0.12173913,3094,train,1
S,0.690604,0.934,1.59,1.232,1.252,0.194915254,1265,train,1
S,0.6948,0.116,-0.082,-1.44,-0.469,0.003154574,1019,train,0
S,0.6948,0.685,0.93,0.37,0.662,0.039456662000000003,1501,train,0
S,0.694846,0.034,-0.57,-1.729,-0.755,0.062084257,1332,train,0
S,0.694846,0.047,-0.418,-1.605,-0.659,0.004237288,805,train,0
S,0.694846,0.071,-0.253,-1.664,-0.615,0.001996008,2011,train,0
S,0.694846,0.092,-0.27,-1.205,-0.461,7.22543e-4,297,train,0
S,0.694846,0.097,-0.046,-0.71,-0.22,0.001053741,2755,test,NA
S,0.694846,0.098,-0.119,-1.488,-0.503,0.058577406,1113,train,0
S,0.694846,0.153,-0.256,-1.057,-0.387,0.004115226,513,train,0
S,0.694846,0.173,0.462,-0.939,-0.101,3.53607e-4,2108,train,0
S,0.694846,0.178,0.2,-1.117,-0.246,0.014550265,2027,train,0
S,0.694846,0.181,0.05,-0.505,-0.091,0.002779708,2796,train,0
S,0.694846,0.221,-0.071,-0.652,-0.167,0.003187251,2909,train,0
S,0.694846,0.271,0.251,-0.334,0.063,0.002403846,3590,train,0
S,0.694846,0.338,0.062,-0.608,-0.069,0.211711712,1204,train,0
S,0.694846,0.465,0.84,0.001,0.435,0.038961039,82,train,0
S,0.694846,0.484,0.235,-0.495,0.075,0.00998004,987,train,0
S,0.694846,0.495,0.409,-0.184,0.24,0.010695187,454,train,0
S,0.694846,0.572,0.36,-0.09,0.281,0.017991632,604,train,0
S,0.694846,0.628,0.932,0.145,0.568,0.011049724,868,train,0
S,0.694846,0.633,0.437,0.042,0.371,0.008064516,1431,train,0
S,0.694846,0.766,1.118,0.964,0.949,0.202185792,3667,train,1
S,0.694846,0.77,0.51,0.365,0.548,0.192118227,3178,train,0
S,0.694846,0.814,1.071,0.66,0.848,0.123745819,2861,train,0
S,0.694846,0.954,1.707,1.7,1.454,0.125615764,300,train,0
S,0.699094,0.031,-0.309,-2.082,-0.787,3.53607e-4,3509,train,0
S,0.699094,0.031,-0.414,-1.847,-0.743,0.179144385,2354,test,NA
S,0.699094,0.063,-0.528,-1.57,-0.678,0.027777778,435,test,NA
S,0.699094,0.083,-0.193,-1.351,-0.487,0.06010929,1831,train,0
S,0.699094,0.089,-0.137,-0.94,-0.329,0.010869565,3207,train,0
S,0.699094,0.116,-0.378,-1.364,-0.542,0.074900398000000007,250,train,0
S,0.699094,0.124,-0.14,-0.855,-0.29,0.015503876,2040,train,0
S,0.699094,0.145,-0.148,-1.059,-0.354,0.011737089,2695,train,0
S,0.699094,0.156,-0.105,-0.761,-0.237,0.091269841,2008,train,0
S,0.699094,0.168,-0.079,-1.119,-0.343,0.016393443,1806,train,0
S,0.699094,0.305,0.287,-0.462,0.043,0.001135074,1008,train,0
S,0.699094,0.319,0.53,-0.261,0.196,0.090909091,522,train,0
S,0.699094,0.319,0.53,-0.261,0.196,0.18,2180,train,0
S,0.699094,0.345,0.113,-0.261,0.066,0.018181818,216,train,0
S,0.699094,0.364,0.293,-0.344,0.104,0.036036036,2780,train,0
S,0.699094,0.392,0.104,-0.391,0.035,0.059360731,692,train,0
S,0.699094,0.433,0.078,-0.338,0.058,0.015503876,1,train,0
S,0.699094,0.51,0.234,-0.104,0.213,0.019565217,2734,test,NA
S,0.699094,0.562,0.436,-0.042,0.319,0.005813953,788,test,NA
S,0.703578,0.036,-0.363,-1.743,-0.69,0.003569835,3575,train,0
S,0.703578,0.073,-0.084,-1.325,-0.445,0.004662005,1634,train,0
S,0.703578,0.073,-0.126,-1.126,-0.393,0.039268184,2182,train,0
S,0.703578,0.073,-0.43,-1.314,-0.557,0.088709677,2446,train,0
S,0.703578,0.078,-0.432,-1.439,-0.598,0.039130435,2236,train,0
S,0.703578,0.103,-0.263,-1.281,-0.48,0.009324009,2298,train,0
S,0.703578,0.131,-0.213,-1.425,-0.502,9.98004e-4,2555,test,NA
S,0.703578,0.23,0.272,-0.664,-0.054,0.001191895,1648,train,0
S,0.703578,0.249,0.288,-0.727,-0.063,0.017204301,2261,train,0
S,0.703578,0.285,0.091,-0.767,-0.13,0.004065041,2690,train,0
S,0.703578,0.305,0.196,-0.644,-0.048,0.01226158,323,train,0
S,0.703578,0.385,0.967,-0.055,0.432,0.023849372,2424,train,0
S,0.703578,0.392,0.299,-0.499,0.064,0.019920319,2284,test,NA
S,0.703578,0.469,0.817,0.298,0.528,0.007874016,2200,test,NA
S,0.703578,0.501,0.33,-0.055,0.259,0.036231884,2054,train,0
S,0.703578,0.783,1.036,0.569,0.796,0.174386921,689,train,0
S,0.7036,0.373,0.06,-0.385,0.016,6.46831e-4,2804,train,0
S,0.707965,0.021,-0.311,-1.833,-0.708,0.008158508,1321,train,0
S,0.707965,0.028,-0.408,-1.735,-0.705,0.081818182,1851,train,0
S,0.707965,0.057,-0.245,-1.266,-0.485,0.004301075,1376,test,NA
S,0.707965,0.058,-0.159,-1.3,-0.467,9.98004e-4,244,train,0
S,0.707965,0.059,-0.284,-1.504,-0.576,0.005154639,3576,train,0
S,0.707965,0.065,-0.358,-1.495,-0.596,0.009433962,2826,train,0
S,0.707965,0.093,-0.281,-1.079,-0.422,0.060200669,3369,train,0
S,0.707965,0.102,-0.319,-1.36,-0.526,0.027272727,260,train,0
S,0.707965,0.199,0.372,-0.846,-0.092,0.004132231,1036,train,0
S,0.707965,0.224,-0.103,-1.114,-0.331,0.001593625,2459,train,0
S,0.707965,0.229,-0.038,-0.759,-0.189,0.012987013,3010,train,0
S,0.707965,0.289,0.297,-0.701,-0.038,0.007874016,1681,train,0
S,0.707965,0.323,-0.099,-0.61,-0.129,0.024701195,1512,train,0
S,0.707965,0.326,0.137,-0.533,-0.023,0.018211921,2873,train,0
S,0.707965,0.33,-0.021,-0.505,-0.065,0.047244094,3445,train,0
S,0.707965,0.345,0.48,-0.215,0.203,0.00802139,3718,test,NA
S,0.707965,0.492,0.996,0.16,0.549,0.047011952,2569,train,0
S,0.707965,0.612,0.715,-0.017,0.437,0.00483871,3558,test,NA
S,0.70797,0.162,-0.221,-0.528,-0.196,0.022670025,3121,train,0
S,0.712,0.056,-0.294,-1.573,-0.604,6.46831e-4,759,train,0
S,0.712,0.186,-0.078,-0.832,-0.241,0.001293661,1337,test,NA
S,0.71201,0.046,-0.324,-1.504,-0.594,0.005037783,3145,test,NA
S,0.712013,0.015,-0.292,-2.24,-0.839,0.001414427,641,train,0
S,0.712013,0.024,-0.628,-2.109,-0.904,0.094202899,628,train,0
S,0.712013,0.047,-0.465,-1.634,-0.684,9.98004e-4,81,test,NA
S,0.712013,0.051,-0.393,-1.26,-0.534,0.010016694,3487,test,NA
S,0.712013,0.062,-0.323,-1.259,-0.507,0.112318841,3260,train,0
S,0.712013,0.227,-0.045,-0.843,-0.22,0.001784917,1620,test,NA
S,0.712013,0.439,0.075,-0.388,0.042,0.043478261,2239,train,0
S,0.712013,0.551,0.806,-0.116,0.414,0.009393064,1169,train,0
S,0.716283,0.03,-0.63,-1.714,-0.771,0.056234719,2621,test,NA
S,0.716283,0.034,-0.569,-1.881,-0.805,0.015350877,235,train,0
S,0.716283,0.036,-0.375,-1.677,-0.672,0.004807692,2867,train,0
S,0.716283,0.044,-0.607,-1.733,-0.765,0.095238095,796,train,0
S,0.716283,0.052,-0.403,-1.37,-0.574,0.002994012,1151,train,0
S,0.716283,0.064,-0.386,-1.536,-0.619,0.002173913,1162,test,NA
S,0.716283,0.077,-0.225,-1.29,-0.479,0.004540295,606,test,NA
S,0.716283,0.103,-0.328,-0.939,-0.388,0.003623188,2655,train,0
S,0.716283,0.115,-0.383,-1.335,-0.534,0.005154639,2209,train,0
S,0.716283,0.127,0.024,-1.013,-0.287,0.010928962,3333,train,0
S,0.716283,0.134,-0.009,-1.074,-0.316,0.051792829,3312,train,0
S,0.716283,0.156,-0.034,-1.216,-0.365,0.001768034,1224,train,0
S,0.716283,0.201,-0.147,-0.891,-0.279,0.029209622,752,train,0
S,0.716283,0.229,-0.037,-0.871,-0.226,0.002375297,2344,train,0
S,0.716283,0.351,0.603,-0.412,0.181,0.002994012,3229,train,0
S,0.716283,0.378,0.224,-0.538,0.021,0.002109705,3583,train,0
S,0.716283,0.738,1.048,0.357,0.714,0.103448276,110,train,1
S,0.716283,0.826,0.985,0.616,0.809,0.038961039,2367,train,0
S,0.716283,0.936,1.663,1.213,1.271,0.195652174,2738,test,NA
S,0.720929,0.032,-0.633,-1.516,-0.706,0.136842105,304,test,NA
S,0.720929,0.061,-0.189,-1.376,-0.501,0.002107482,2168,train,0
S,0.720929,0.114,-0.059,-1.459,-0.468,0.010869565,3149,train,0
S,0.720929,0.115,-0.216,-1.656,-0.586,0.010752688,2104,train,0
S,0.720929,0.129,-0.386,-1.244,-0.5,0.037950664,2140,test,NA
S,0.720929,0.189,-0.126,-0.763,-0.233,0.037991859,1389,train,0
S,0.720929,0.194,0.128,-0.814,-0.164,0.010526316,2320,train,0
S,0.720929,0.195,-0.064,-0.647,-0.172,0.010928962,2213,train,0
S,0.720929,0.327,0.217,-0.575,-0.01,0.06097561,285,test,NA
S,0.720929,0.343,0.581,-0.122,0.267,0.002444988,2797,train,0
S,0.720929,0.496,0.834,0.093,0.474,0.015652174,3283,train,0
S,0.720929,0.557,0.438,0.003,0.333,0.017482517,799,test,NA
S,0.724957,0.03,-0.37,-2.136,-0.825,0.003623188,1659,train,0
S,0.724957,0.041,-0.488,-1.763,-0.737,0.039473684,780,train,0
S,0.724957,0.042,-0.511,-1.365,-0.611,0.06,493,train,0
S,0.724957,0.044,-0.488,-1.543,-0.662,0.010204082,1684,train,0
S,0.724957,0.057,-0.096,-1.369,-0.469,0.002375297,3177,train,0
S,0.724957,0.087,-0.167,-1.327,-0.469,0.001996008,3640,train,0
S,0.724957,0.107,-0.184,-1.036,-0.371,0.010638298,2937,test,NA
S,0.724957,0.115,-0.314,-1.353,-0.517,0.003569835,1294,train,0
S,0.724957,0.115,-0.49,-1.176,-0.517,0.012345679,115,train,0
S,0.724957,0.12,-0.03,-1.131,-0.347,0.01980198,1384,train,1
S,0.724957,0.184,-0.142,-0.548,-0.169,0.002906977,3432,train,0
S,0.724957,0.23,0.255,-0.529,-0.015,0.023655914,702,test,NA
S,0.724957,0.34,0.781,-0.408,0.238,0.021212121,3049,train,0
S,0.724957,0.778,1.242,0.852,0.957,0.02173913,1469,train,0
S,0.728858,0.082,-0.311,-1.198,-0.476,9.98004e-4,538,test,NA
S,0.728858,0.093,0.038,-1.094,-0.321,0.059360731,1820,train,0
S,0.728858,0.203,-0.088,-1.057,-0.314,0.047619048,245,train,0
S,0.728858,0.32,0.097,-0.316,0.034,0.035714286,417,train,0
S,0.728858,0.338,0.715,-0.234,0.273,0.015217391,1675,train,0
S,0.728858,0.387,0.744,-0.265,0.289,0.068493151,223,train,0
S,0.728858,0.728,1.148,0.684,0.853,0.009615385,3294,train,0
S,0.728858,0.767,1.102,0.104,0.658,0.032608696,1810,test,NA
S,0.7289,0.953,1.725,1.529,1.402,0.258928571,2833,train,1
S,0.733139,0.04,-0.407,-1.751,-0.706,7.96813e-4,2983,train,0
S,0.733139,0.054,-0.186,-1.261,-0.464,0.025041736,3316,test,NA
S,0.733139,0.093,-0.146,-1.026,-0.36,0.00913242,1325,test,NA
S,0.733139,0.112,-0.002,-0.822,-0.237,0.004504505,3191,train,0
S,0.733139,0.167,-0.264,-1.318,-0.472,0.001593625,397,train,0
S,0.733139,0.318,0.203,-0.485,0.012,0.004301075,1608,train,0
S,0.733139,0.518,0.529,0.014,0.354,0.001362398,3223,test,NA
S,0.733139,0.646,0.783,0.355,0.595,0.039130435,507,train,0
S,0.733139,0.797,1.282,0.761,0.947,0.144039735,1628,train,1
S,0.73685,0.026,-0.393,-1.786,-0.718,0.015151515,1345,train,0
S,0.73685,0.07,-0.257,-1.124,-0.437,0.022670025,1513,train,0
S,0.73685,0.096,-0.112,-1.633,-0.55,0.032608696,229,train,0
S,0.73685,0.097,-0.474,-1.313,-0.563,0.085585586,1568,train,0
S,0.73685,0.111,-0.027,-1.129,-0.348,0.003575685,1799,train,0
S,0.73685,0.135,-0.104,-1.076,-0.348,0.011918951,2553,test,NA
S,0.73685,0.163,0.104,-0.707,-0.147,0.004807692,3451,train,0
S,0.73685,0.178,-0.097,-0.708,-0.209,0.010869565,276,train,0
S,0.73685,0.3,0.123,-0.78,-0.119,0.005464481,1894,train,0
S,0.73685,0.35,0.142,-0.61,-0.039,0.010638298,20,train,0
S,0.7369,0.018,-0.478,-1.732,-0.731,0.002587322,3506,train,0
S,0.7369,0.049,-0.332,-1.651,-0.645,0.003880983,603,train,0
S,0.7369,0.074,-0.268,-1.33,-0.508,0.017857143,1094,test,NA
S,0.7369,0.13,-0.137,-0.671,-0.226,0.016817594,2889,train,0
S,0.7415,0.103,-0.253,-1.405,-0.518,6.46831e-4,3533,train,0
S,0.7415,0.644,1.2,0.324,0.723,0.004527814,2788,test,NA
S,0.741537,0.031,-0.427,-1.816,-0.737,0.001030928,2511,train,0
S,0.741537,0.054,-0.254,-1.518,-0.573,0.013402062,1852,train,0
S,0.741537,0.075,-0.084,-1.075,-0.361,3.53607e-4,2346,train,0
S,0.741537,0.076,-0.333,-1.43,-0.562,0.001322751,624,train,0
S,0.741537,0.088,-0.262,-1.309,-0.494,4.1841e-4,2914,train,0
S,0.741537,0.09,-0.046,-1.635,-0.53,0.013083451,1190,train,0
S,0.741537,0.095,-0.305,-1.069,-0.426,0.017964072,783,train,0
S,0.741537,0.108,-0.209,-1.44,-0.514,0.011494253,1290,test,NA
S,0.741537,0.129,-0.15,-1,-0.34,0.002994012,2950,train,0
S,0.741537,0.13,-0.105,-0.873,-0.283,0.020408163,2432,test,NA
S,0.741537,0.174,-0.05,-0.941,-0.272,0.006993007,2696,train,0
S,0.741537,0.188,-0.126,-0.848,-0.262,0.010869565,1288,train,0
S,0.741537,0.203,0.07,-0.979,-0.235,0.017006803,362,train,0
S,0.741537,0.203,0.626,-0.603,0.075,0.043650794,2366,test,NA
S,0.741537,0.211,-0.09,-1.01,-0.296,0.002403846,740,test,NA
S,0.741537,0.318,0.724,-0.369,0.224,0.026773762,1486,train,0
S,0.741537,0.353,0.092,-0.44,0.002,0.009009009,68,train,0
S,0.741537,0.362,0.699,-0.391,0.223,0.008032129,1380,train,0
S,0.741537,0.392,0.099,-0.313,0.059,3.53607e-4,945,train,0
S,0.741537,0.425,0.288,-0.396,0.106,7.96813e-4,3069,train,0
S,0.741537,0.429,0.516,-0.293,0.217,0.003092784,2036,test,NA
S,0.741537,0.484,0.942,-0.062,0.455,0.31981982,2297,train,0
S,0.741537,0.664,1.018,0.649,0.777,0.264367816,526,train,0
S,0.741537,0.745,1.202,0.742,0.896,0.016574586,391,train,0
S,0.741537,0.79,1.173,0.348,0.77,0.038888889,88,train,0
S,0.741537,0.943,1.853,1.457,1.418,0.227513228,2958,test,NA
S,0.7459,0.137,-0.204,-1.199,-0.422,0.005174644,2031,train,0
S,0.745909,0.016,-0.803,-2.092,-0.96,0.043010753,1409,train,0
S,0.745909,0.026,-0.416,-1.97,-0.787,0.017738359,212,train,0
S,0.745909,0.288,0.126,-0.551,-0.046,0.003412969,2069,train,0
S,0.745909,0.407,0.221,0.088,0.239,0.006825939,1404,test,NA
S,0.745909,0.566,0.86,0.196,0.541,0.001053741,1258,train,0
S,0.745909,0.613,1.121,0.216,0.65,0.005154639,3014,test,NA
S,0.745909,0.916,1.481,1,1.132,0.003344482,226,train,1
S,0.74591,0.054,-0.349,-1.141,-0.479,0.085526316,1081,train,0
S,0.74591,0.101,-0.236,-1.19,-0.442,0.005037783,2725,train,0
S,0.7505,0.567,0.374,-0.079,0.287,6.46831e-4,1031,train,0
S,0.750527,0.035,-0.68,-1.707,-0.784,0.140869565,1305,train,0
